"crop","region","item","year","value"
"corn","us","Total, costs listed","2015.0","675.3299999999999"
"corn","us","Value of production less total costs listed","2015.0","-62.729999999999905"
"corn","us","Value of production less operating costs","2015.0","278.8"
"corn","us","Yield (bushels per planted acre)","2015.0","167.0"
"corn","us","Price (dollars per bushel at harvest)","2015.0","3.66"
"corn","us","Enterprise size (planted acres)","2015.0","280.0"
"corn","us","Irrigated (percent)","2015.0","11.0"
"corn","us","Dryland (percent)","2015.0","89.0"
"corn","us","Primary product:  Corn grain","2016.0","581.0"
"corn","us","Secondary product:  Corn silage","2016.0","1.27"
"corn","us","Total, gross value of production","2016.0","582.27"
"corn","us","Seed","2016.0","98.64"
"corn","us","Fertilizer","2016.0","115.76"
"corn","us","Chemicals","2016.0","28.8"
"corn","us","Custom operations","2016.0","19.42"
"corn","us","Fuel, lube, and electricity","2016.0","19.37"
"corn","us","Repairs","2016.0","26.44"
"corn","us","Purchased irrigation water","2016.0","0.14"
"corn","us","Interest on operating capital","2016.0","0.71"
"corn","us","Total, operating costs","2016.0","309.28"
"corn","us","Hired labor","2016.0","3.41"
"corn","us","Opportunity cost of unpaid labor","2016.0","26.66"
"corn","us","Capital recovery of machinery and equipment","2016.0","103.13"
"corn","us","Opportunity cost of land","2016.0","167.4"
"corn","us","Taxes and insurance","2016.0","11.0"
"corn","us","General farm overhead","2016.0","19.85"
"corn","us","Total, allocated overhead","2016.0","331.45000000000005"
"corn","us","Total, costs listed","2016.0","640.73"
"corn","us","Value of production less total costs listed","2016.0","-58.460000000000036"
"corn","us","Value of production less operating costs","2016.0","272.99"
"corn","us","Yield (bushels per planted acre)","2016.0","175.0"
"corn","us","Price (dollars per bushel at harvest)","2016.0","3.32"
"corn","us","Enterprise size (planted acres)","2016.0","280.0"
"corn","us","Irrigated (percent)","2016.0","11.0"
"corn","us","Dryland (percent)","2016.0","89.0"
"corn","nc","Primary product:  Corn grain","1996","281.934"
"corn","nc","Secondary product:  Corn silage","1996","14.81"
"corn","nc","Total, gross value of production","1996","296.744"
"corn","nc","Seed","1996","25.1"
"corn","nc","Fertilizer","1996","47.85"
"corn","nc","Chemicals","1996","26.37"
"corn","nc","Custom operations","1996","9.33"
"corn","nc","Fuel, lube, and electricity","1996","20.82"
"corn","nc","Repairs","1996","14.82"
"corn","nc","Purchased irrigation water","1996","0.0"
"corn","nc","Interest on operating capital","1996","3.53"
"corn","nc","Total, operating costs","1996","147.82"
"corn","nc","Hired labor","1996","3.79"
"corn","nc","Opportunity cost of unpaid labor","1996","34.29"
"corn","nc","Capital recovery of machinery and equipment","1996","61.9"
"corn","nc","Opportunity cost of land","1996","57.6"
"corn","nc","Taxes and insurance","1996","6.49"
"corn","nc","General farm overhead","1996","12.73"
"corn","nc","Total, allocated overhead","1996","176.81"
"corn","nc","Total, costs listed","1996","315.53"
"corn","nc","Value of production less total costs listed","1996","-18.785999999999945"
"corn","nc","Value of production less operating costs","1996","148.92400000000004"
"corn","nc","Yield (bushels per planted acre)","1996","104.42"
"corn","nc","Price (dollars per bushel at harvest)","1996","2.7"
"corn","nc","Enterprise size (planted acres)","1996","113.0"
"corn","nc","Irrigated (percent)","1996","2.0"
"corn","nc","Dryland (percent)","1996","98.0"
"corn","nc","Primary product:  Corn grain","1997.0","298.69"
"corn","nc","Secondary product:  Corn silage","1997.0","16.67"
"corn","nc","Total, gross value of production","1997.0","315.36"
"corn","nc","Seed","1997.0","27.63"
"corn","nc","Fertilizer","1997.0","45.92"
"corn","nc","Chemicals","1997.0","26.04"
"corn","nc","Custom operations","1997.0","9.88"
"corn","nc","Fuel, lube, and electricity","1997.0","21.9"
"corn","nc","Repairs","1997.0","15.56"
"corn","nc","Purchased irrigation water","1997.0","0.0"
"corn","nc","Interest on operating capital","1997.0","3.66"
"corn","nc","Total, operating costs","1997.0","150.59"
"corn","nc","Hired labor","1997.0","4.09"
"corn","nc","Opportunity cost of unpaid labor","1997.0","35.87"
"corn","nc","Capital recovery of machinery and equipment","1997.0","65.13"
"corn","nc","Opportunity cost of land","1997.0","62.22"
"corn","nc","Taxes and insurance","1997.0","6.47"
"corn","nc","General farm overhead","1997.0","15.13"
"corn","nc","Total, allocated overhead","1997.0","188.91"
"corn","nc","Total, costs listed","1997.0","339.5"
"corn","nc","Value of production less total costs listed","1997.0","-24.139999999999986"
"corn","nc","Value of production less operating costs","1997.0","164.77"
"corn","nc","Yield (bushels per planted acre)","1997.0","119.0"
"corn","nc","Price (dollars per bushel at harvest)","1997.0","2.51"
"corn","nc","Enterprise size (planted acres)","1997.0","113.0"
"corn","nc","Irrigated (percent)","1997.0","2.0"
"corn","nc","Dryland (percent)","1997.0","98.0"
"corn","nc","Primary product:  Corn grain","1998.0","236.25"
"corn","nc","Secondary product:  Corn silage","1998.0","15.21"
"corn","nc","Total, gross value of production","1998.0","251.46"
"corn","nc","Seed","1998.0","28.0"
"corn","nc","Fertilizer","1998.0","41.94"
"corn","nc","Chemicals","1998.0","26.01"
"corn","nc","Custom operations","1998.0","9.76"
"corn","nc","Fuel, lube, and electricity","1998.0","20.08"
"corn","nc","Repairs","1998.0","16.56"
"corn","nc","Purchased irrigation water","1998.0","0.0"
"corn","nc","Interest on operating capital","1998.0","3.32"
"corn","nc","Total, operating costs","1998.0","145.67"
"corn","nc","Hired labor","1998.0","4.24"
"corn","nc","Opportunity cost of unpaid labor","1998.0","36.81"
"corn","nc","Capital recovery of machinery and equipment","1998.0","69.23"
"corn","nc","Opportunity cost of land","1998.0","64.86"
"corn","nc","Taxes and insurance","1998.0","6.47"
"corn","nc","General farm overhead","1998.0","14.31"
"corn","nc","Total, allocated overhead","1998.0","195.92"
"corn","nc","Total, costs listed","1998.0","341.59"
"corn","nc","Value of production less total costs listed","1998.0","-90.12999999999997"
"corn","nc","Value of production less operating costs","1998.0","105.79000000000002"
"corn","nc","Yield (bushels per planted acre)","1998.0","125.0"
"corn","nc","Price (dollars per bushel at harvest)","1998.0","1.89"
"corn","nc","Enterprise size (planted acres)","1998.0","113.0"
"corn","nc","Irrigated (percent)","1998.0","2.0"
"corn","nc","Dryland (percent)","1998.0","98.0"
"corn","nc","Primary product:  Corn grain","1999.0","209.56"
"corn","nc","Secondary product:  Corn silage","1999.0","11.99"
"corn","nc","Total, gross value of production","1999.0","221.55"
"corn","nc","Seed","1999.0","28.54"
"corn","nc","Fertilizer","1999.0","40.36"
"corn","nc","Chemicals","1999.0","27.2"
"corn","nc","Custom operations","1999.0","9.97"
"corn","nc","Fuel, lube, and electricity","1999.0","20.64"
"corn","nc","Repairs","1999.0","16.72"
"corn","nc","Purchased irrigation water","1999.0","0.0"
"corn","nc","Interest on operating capital","1999.0","3.25"
"corn","nc","Total, operating costs","1999.0","146.68"
"corn","nc","Hired labor","1999.0","4.55"
"corn","nc","Opportunity cost of unpaid labor","1999.0","37.94"
"corn","nc","Capital recovery of machinery and equipment","1999.0","69.86"
"corn","nc","Opportunity cost of land","1999.0","65.48"
"corn","nc","Taxes and insurance","1999.0","6.38"
"corn","nc","General farm overhead","1999.0","13.57"
"corn","nc","Total, allocated overhead","1999.0","197.77999999999997"
"corn","nc","Total, costs listed","1999.0","344.46"
"corn","nc","Value of production less total costs listed","1999.0","-122.90999999999997"
"corn","nc","Value of production less operating costs","1999.0","74.87"
"corn","nc","Yield (bushels per planted acre)","1999.0","124.0"
"corn","nc","Price (dollars per bushel at harvest)","1999.0","1.69"
"corn","nc","Enterprise size (planted acres)","1999.0","113.0"
"corn","nc","Irrigated (percent)","1999.0","2.0"
"corn","nc","Dryland (percent)","1999.0","98.0"
"corn","nc","Primary product:  Corn grain","2000.0","230.2139"
"corn","nc","Secondary product:  Corn silage","2000.0","10.8"
"corn","nc","Total, gross value of production","2000.0","241.0139"
"corn","nc","Seed","2000.0","28.96"
"corn","nc","Fertilizer","2000.0","40.69"
"corn","nc","Chemicals","2000.0","27.64"
"corn","nc","Custom operations","2000.0","9.84"
"corn","nc","Fuel, lube, and electricity","2000.0","26.72"
"corn","nc","Repairs","2000.0","17.42"
"corn","nc","Purchased irrigation water","2000.0","0.0"
"corn","nc","Interest on operating capital","2000.0","4.25"
"corn","nc","Total, operating costs","2000.0","155.52000000000004"
"corn","nc","Hired labor","2000.0","4.92"
"corn","nc","Opportunity cost of unpaid labor","2000.0","39.27"
"corn","nc","Capital recovery of machinery and equipment","2000.0","72.87"
"corn","nc","Opportunity cost of land","2000.0","66.8"
"corn","nc","Taxes and insurance","2000.0","6.62"
"corn","nc","General farm overhead","2000.0","13.96"
"corn","nc","Total, allocated overhead","2000.0","204.44000000000003"
"corn","nc","Total, costs listed","2000.0","359.96000000000004"
"corn","nc","Value of production less total costs listed","2000.0","-118.94610000000003"
"corn","nc","Value of production less operating costs","2000.0","85.49389999999997"
"corn","nc","Yield (bushels per planted acre)","2000.0","127.19"
"corn","nc","Price (dollars per bushel at harvest)","2000.0","1.81"
"corn","nc","Enterprise size (planted acres)","2000.0","113.0"
"corn","nc","Irrigated (percent)","2000.0","2.0"
"corn","nc","Dryland (percent)","2000.0","98.0"
"corn","nc","Primary product:  Corn grain","2001.0","217.12"
"corn","nc","Secondary product:  Corn silage","2001.0","3.73"
"corn","nc","Total, gross value of production","2001.0","220.85"
"corn","nc","Seed","2001.0","31.72"
"corn","nc","Fertilizer","2001.0","63.31"
"corn","nc","Chemicals","2001.0","25.4"
"corn","nc","Custom operations","2001.0","11.08"
"corn","nc","Fuel, lube, and electricity","2001.0","17.94"
"corn","nc","Repairs","2001.0","13.93"
"corn","nc","Purchased irrigation water","2001.0","0.0"
"corn","nc","Interest on operating capital","2001.0","2.61"
"corn","nc","Total, operating costs","2001.0","165.99000000000004"
"corn","nc","Hired labor","2001.0","3.48"
"corn","nc","Opportunity cost of unpaid labor","2001.0","34.54"
"corn","nc","Capital recovery of machinery and equipment","2001.0","57.01"
"corn","nc","Opportunity cost of land","2001.0","67.56"
"corn","nc","Taxes and insurance","2001.0","5.72"
"corn","nc","General farm overhead","2001.0","15.34"
"corn","nc","Total, allocated overhead","2001.0","183.65"
"corn","nc","Total, costs listed","2001.0","349.64000000000004"
"corn","nc","Value of production less total costs listed","2001.0","-128.79000000000005"
"corn","nc","Value of production less operating costs","2001.0","54.85999999999996"
"corn","nc","Yield (bushels per planted acre)","2001.0","118.0"
"corn","nc","Price (dollars per bushel at harvest)","2001.0","1.84"
"corn","nc","Enterprise size (planted acres)","2001.0","138.0"
"corn","nc","Irrigated (percent)","2001.0","4.0"
"corn","nc","Dryland (percent)","2001.0","96.0"
"corn","nc","Primary product:  Corn grain","2002.0","294.64"
"corn","nc","Secondary product:  Corn silage","2002.0","4.73"
"corn","nc","Total, gross value of production","2002.0","299.37"
"corn","nc","Seed","2002.0","33.17"
"corn","nc","Fertilizer","2002.0","51.94"
"corn","nc","Chemicals","2002.0","25.43"
"corn","nc","Custom operations","2002.0","11.47"
"corn","nc","Fuel, lube, and electricity","2002.0","17.6"
"corn","nc","Repairs","2002.0","14.54"
"corn","nc","Purchased irrigation water","2002.0","0.0"
"corn","nc","Interest on operating capital","2002.0","1.24"
"corn","nc","Total, operating costs","2002.0","155.39"
"corn","nc","Hired labor","2002.0","3.63"
"corn","nc","Opportunity cost of unpaid labor","2002.0","34.17"
"corn","nc","Capital recovery of machinery and equipment","2002.0","59.43"
"corn","nc","Opportunity cost of land","2002.0","67.44"
"corn","nc","Taxes and insurance","2002.0","5.65"
"corn","nc","General farm overhead","2002.0","15.85"
"corn","nc","Total, allocated overhead","2002.0","186.17000000000002"
"corn","nc","Total, costs listed","2002.0","341.56"
"corn","nc","Value of production less total costs listed","2002.0","-42.19"
"corn","nc","Value of production less operating costs","2002.0","143.98000000000002"
"corn","nc","Yield (bushels per planted acre)","2002.0","127.0"
"corn","nc","Price (dollars per bushel at harvest)","2002.0","2.32"
"corn","nc","Enterprise size (planted acres)","2002.0","138.0"
"corn","nc","Irrigated (percent)","2002.0","4.0"
"corn","nc","Dryland (percent)","2002.0","96.0"
"corn","nc","Primary product:  Corn grain","2003.0","296.7"
"corn","nc","Secondary product:  Corn silage","2003.0","5.62"
"corn","nc","Total, gross value of production","2003.0","302.32"
"corn","nc","Seed","2003.0","35.48"
"corn","nc","Fertilizer","2003.0","58.95"
"corn","nc","Chemicals","2003.0","25.77"
"corn","nc","Custom operations","2003.0","12.09"
"corn","nc","Fuel, lube, and electricity","2003.0","22.31"
"corn","nc","Repairs","2003.0","14.9"
"corn","nc","Purchased irrigation water","2003.0","0.0"
"corn","nc","Interest on operating capital","2003.0","0.86"
"corn","nc","Total, operating costs","2003.0","170.36"
"corn","nc","Hired labor","2003.0","3.72"
"corn","nc","Opportunity cost of unpaid labor","2003.0","34.8"
"corn","nc","Capital recovery of machinery and equipment","2003.0","60.99"
"corn","nc","Opportunity cost of land","2003.0","68.88"
"corn","nc","Taxes and insurance","2003.0","5.8"
"corn","nc","General farm overhead","2003.0","16.22"
"corn","nc","Total, allocated overhead","2003.0","190.41"
"corn","nc","Total, costs listed","2003.0","360.77"
"corn","nc","Value of production less total costs listed","2003.0","-58.44999999999999"
"corn","nc","Value of production less operating costs","2003.0","131.95999999999998"
"corn","nc","Yield (bushels per planted acre)","2003.0","138.0"
"corn","nc","Price (dollars per bushel at harvest)","2003.0","2.15"
"corn","nc","Enterprise size (planted acres)","2003.0","138.0"
"corn","nc","Irrigated (percent)","2003.0","4.0"
"corn","nc","Dryland (percent)","2003.0","96.0"
"corn","nc","Primary product:  Corn grain","2004.0","315.0"
"corn","nc","Secondary product:  Corn silage","2004.0","5.69"
