,County,WaterstatsID,UtilityType,UtilityName,AWWAGroup,Category,Region,AWWA_City,State_Name,State,Zip,Country,FIPS,City,PopDens,MedianIncome,Ground,Surface,Purchases,PrimarySource,SplitPercent,ResidentialRateStr,RateStruct,Seasonal,ResCharges1000cfService,ResCharges1000cfVolume,ResCharges1000cfTotal,ResCharges1500cfService,ResCharges1500cfVolume,ResCharges1500cfTotal,FixedChargeRatio,WWCharges1000cfService,WWCharges1000cfVolume,WWCharges1000cfTotal,WWCharges1500cfService,WWCharges1500cfVolume,WWCharges1500cfTotal,CombResCharges1000cfService,CombResCharges1000cfVolume,CombResCharges1000cfTotal,CombResCharges1500cfService,CombResCharges1500cfVolume,CombResCharges1500cfTotal,MGDailyWaterTreatmntProdCapacity,MGDAverageDayWaterProduction,MGDMaxDayWaterProduction,AvgPlantUtilization,MaxPlantUtilization,AnnualMGallonsSoldResNonres,AnnualMGallonsSoldWholesale,AnnualMGallonsSoldTotal,SvcPopRetail,SvcPopWholesale,SvcPopTotal,X.x,ScvPop,DailyPerCapitaConsumptionGallons,ActiveAccountResidential,ActiveAccountNonRes,AccountRatio_NonRes,ActiveAccountWholesale,ActiveAccountTotal,BSFullTimeEmployees,MGYWWTotalGallonsTreated,WaterPerEmployee,BSTotalAssets,BSLongtermDebt,DebtRatio,BSTotalAssetsComb,BSLongTermDebtComb,DebtRatioComb,ISOperatingRevenues,ISBeforeDepreciation,IncomeStatement_Depreciation_Expense,OpExpRev,ISInterestExpense,ISNetIncome,DebtPerMG,OpExpPerMG,NonOperatingRevenue,NonOperatingIncome,ISOperatingRevenuesComb,ISBeforeDepreciationComb,OpExpRevComb,ISInterestExpenseComb,ISNetIncomeComb,AverageCapitalNeeds,IncomeStatement_W_C_WW,WaterIS_Period,WastewaterIS_Period,UtilityType.1,WaterOnly,TempAve,TempVar,PrecipAnnual,PrecipSeasonal,MaxCumDef,NDI,X.y,mean,depth
29,Brevard,1027,2,"Melbourne Water Department, City of",C,U,South,Melbourne,Florida,FL,32901,USA,12009,Melbourne,501.9,45212,30,70,0,1,,NA,4,0,6.25,28.5,34.75,6.25,43.12,49.37,0.14,8.18,43.8,51.98,8.18,66.3,74.48,14.43,72.3,86.73,14.43,109.42,123.85,26.5,14.9,18.9,56.23%,71.32%,0,0,0,150000,15328,165328,1,0,0,51719,4933,0.095380808,45,56697,80,2151.759,0,"213,153,688.00","118,629,993.00",0.56,"213,153,688.00","118,629,993.00",0.56,40579170,"33,164,016.00",9379103,0.82,"4,936,601.00","-5,316,559.00",#DIV/0!,#DIV/0!,0,1,"40,579,170.00","66,329,032.00",1.63,"9,873,202.00",-10634118,"531,760.00",Combined water and wastewater,FY09,FY09,2,0,15.34,3.66,"1,211.34",3.18,0.08029567,5.438614991,182,1403.222222,2505.831238
30,Broward,1037,2,Broward County Water and Wastewater Services,B,U,South,Broward County,Florida,FL,33069,USA,12011,Pompano Beach,1449.5,54524,76.07,0,23.93,2,,IB,2,0,12.14,20.55,32.69,12.14,38.66,50.8,0.31,15.43,22.29,37.72,15.43,33.44,48.87,27.57,42.84,70.41,27.57,72.1,99.67,46,20.29,22.75,44.11%,49.46%,7182.15,1819.32,9001.47,230000,61000,291000,1,0,84.74763451,52025,6177,0.118731379,3,58205,349,23793,25.79217765,"809,182,431.00","425,139,830.00",0.53,"809,182,431.00","425,139,830.00",0.53,108085468,"64,788,684.00",33120285,0.6,"15,814,160.00","1,427,215.00","47,230.04","7,197.57",0,1,"108,085,468.00","129,577,368.00",1.2,"31,628,320.00",2854430,"40,299,934.00",Combined water and wastewater,FY09,FY09,2,0,21.59,3.81,"1,473.08",3.8,0.603386414,4.01E-06,192,2835.698413,3404.365641
31,Broward,1641,1,Fort Lauderdale Utilities Department,B,U,South,Fort Lauderdale,Florida,FL,33309,USA,12011,Fort Lauderdale,1449.5,49549,100,0,0,2,2,IB,2,0,4.71,17.12,21.83,4.71,32.32,37.03,0.15,0,0,0,0,0,0,4.71,17.12,21.83,4.71,32.32,37.03,82,44,54,53.66%,65.85%,0,0,0,184892,157332,342224,0,342224,0,50827,10333,0.20329746,64,61224,317,0,0,"907,111,309.00","408,531,147.00",0.45,"907,111,309.00","408,531,147.00",0.45,94554904,"60,156,443.00",15735328,0.64,"143,207.00","10,278,789.00",#DIV/0!,#DIV/0!,0,1,"94,554,904.00","60,156,443.00",0.64,"143,207.00",10278789,"14,899,000.00",Combined water and wastewater,CY09,N / R,1,1,21.59,3.81,"1,473.08",3.8,0.603386414,4.01E-06,192,2835.698413,3404.365641
32,Buncombe,1262,4,Metropolitan Sewerage District of Buncombe County,X,U,South,Asheville,North Carolina,NC,28804,USA,37021,Asheville,333,42859,0,0,0,4,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,5.61,36.4,42.01,5.61,54.6,60.21,5.61,36.4,42.01,5.61,54.6,60.21,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0,#DIV/0!,0,0,#DIV/0!,0,0,0,6033.15,#DIV/0!,0,0,#DIV/0!,"380,795,392.00","87,481,237.00",0.23,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"27,249,834.00","12,808,349.00",0.47,"3,203,405.00",4181207,#DIV/0!,,N / R,FY09,4,0,11.87,9.81,"1,288.37",1.32,0.013762836,2.071394573,205,1344.535714,1003.680209
33,Buncombe,20055,1,City of Asheville Water Resources Department,C,U,South,Asheville,North Carolina,NC,28802,USA,37021,Asheville,333,42859,0,100,0,1,2,U,1,0,9.64,35.9,45.54,9.64,53.85,63.49,0.18,0,0,0,0,0,0,9.64,35.9,45.54,9.64,53.85,63.49,43.5,20.47,27.1,47.06%,62.30%,4522.95,1.47,4524.42,124000,0,124000,0,124000,99.96509059,47814,4573,0.095641444,3,52390,145.6300049,0,31.06791079,"225,658,787.00","97,898,510.00",0.43,"225,658,787.00","97,898,510.00",0.43,30832209,"20,740,448.00",4817994,0.67,"4,680,670.00","1,203,483.00","21,637.80","4,584.11",1,0,"30,832,209.00","20,740,448.00",0.67,"4,680,670.00",1203483,"5,748,547.00",Water only,FY09,N / R,1,1,11.87,9.81,"1,288.37",1.32,0.013762836,2.071394573,205,1344.535714,1003.680209
34,Burleigh,4335,2,City of Bismarck,C,U,Midwest,Bismarck,North Dakota,ND,58506-5503,USA,38015,Bismarck,44.2,51556,0,100,0,1,2,IB,2,0,5.5,20.06,25.56,5.5,30.81,36.31,0.18,6.8,15.6,22.4,6.8,23.9,30.7,12.3,35.66,47.96,12.3,54.71,67.01,30,9.35,23,31.17%,76.67%,2819.8,284,3103.8,61200,9000,70200,0,70200,121.1333567,16250,1830,0.112615385,4,18084,33,2420,94.05454546,"106,699,823.00","9,347,212.00",0.09,"187,069,683.00","26,714,146.00",0.14,9895445,"5,608,763.00",2444361,0.57,0,"3,202,440.00","3,011.54","1,807.06",1,0,"15,279,280.00","9,267,521.00",0.61,0,4168383,"10,479,200.00",Water only,CY09,CY09,2,1,5.11,15.91,446.43,6.73,0.278289176,0.773756552,208,1687.510373,1205.889254
35,Calhoun,20044,2,"Battle Creek, City of",C,U,Midwest,Battle Creek,Michigan,MI,49017,USA,26025,Battle Creek,195,46415,100,0,0,2,2,U,1,0,7.41,12.9,20.31,7.41,19.35,26.76,0.38,10.15,20.1,30.25,10.15,30.15,40.3,17.56,33,50.56,17.56,49.5,67.06,26.2,9.57,15.82,36.53%,60.38%,2346,167,2513,55000,0,55000,0,55000,125.1805729,15830,1929,0.121857233,2,17761,36,3520,69.80555556,"20,511,332.00","8,846,825.00",0.43,"99,733,096.00","15,905,798.00",0.16,7282208,"5,005,047.00",1881949,0.69,"562,420.00","177,776.00","3,520.42","1,991.66",1,0,"19,335,498.00","15,529,460.00",0.8,"915,684.00",-3158815,"3,963,000.00",Water only,FY09,FY09,2,1,8.98,12.88,879.28,1.8,0.278216167,138.1269042,225,1316.961538,900.3240078
36,Cameron,1496,2,Brownsville Public Utilities Board,C,U,South,Brownsville,Texas,TX,78520,USA,48061,Brownsville,394.1,31999,0,0,0,4,,IB,2,0,9.47,12.31,21.78,9.47,19.62,29.09,0.48,6.84,23.54,30.38,6.84,36.26,43.1,16.31,35.85,52.16,16.31,55.88,72.19,47,0,38.76,0.00%,82.47%,6264.395,581.193,6845.588,0,0,0,1,0,#DIV/0!,41739,3759,0.090059656,2,45500,95,4710,72.05882105,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,"7,815,969.40",,FY09,FY09,2,0,20.61,5.44,639.48,3.31,0.559856089,1714.164424,233,1351.847059,940.2240678
37,Centre,2073,1,State College Borough Water Authority,C,U,Northeast,State College,Pennsylvania,PA,16801,USA,42027,State College,130.2,27707,95,5,0,2,1,U,1,0,3.8,24.62,28.42,3.8,38.84,42.64,0.1,0,0,0,0,0,0,3.8,24.62,28.42,3.8,38.84,42.64,9.1,4.99,6.25,54.84%,68.68%,1563,0,1563,65000,0,65000,1,65000,65.87987355,12500,1029,0.08232,0,13529,37,0,42.24324324,"82,556,935.00",0,0,"82,556,935.00",0,0,6213662,"3,970,799.00",1368663,0.64,0,"1,606,158.00",0,"2,540.50",1,0,"6,213,662.00","3,970,799.00",0.64,0,1606158,"2,000,000.00",Water only,CY09,N / R,1,1,8.52,12.15,"1,031.59",1.44,0.040988255,207.5745182,271,2177.089506,1466.678253
38,Charlotte,1667,2,Charlotte County Utilities,C,U,South,Port Charlotte,Florida,FL,33980-2503,USA,12015,Port Charlotte,221.2,43410,3.86,0,96.14,4,,IB,2,0,18.27,39.32,57.59,18.27,66.29,84.56,0.28,27.7,28.87,56.57,27.7,38.6,66.3,45.97,68.19,114.16,45.97,104.89,150.86,13.895,0.422,16.187,3.04%,116.50%,3013.71,152.38,3166.09,136750,4697,141447,1,0,61.32487206,53488,2260,0.042252468,5,55753,38,1897.36,83.3181579,"379,587,618.00","181,430,085.00",0.48,"379,587,618.00","181,430,085.00",0.48,55973894,"29,367,386.00",12259693,0.52,"5,349,134.00","6,205,412.00","57,304.15","9,275.60",1,0,"55,973,894.00","58,734,772.00",1.05,"10,698,268.00",12410824,"6,070,400.00",Combined water and wastewater,FY09,FY09,2,0,18.79,4.06,"1,191.87",4.46,0.022061675,314.4627358,280,490.5909091,153.5905686
39,Chatham,1062,2,"Savannah, City of",B,U,South,Savannah,Georgia,GA,31402,USA,13051,Savannah,503.6,37976,46,54,0,3,,IB,2,0,5.53,7.85,13.38,5.53,12.45,17.98,0.44,4.4,24.35,28.75,4.4,37.95,42.35,9.93,32.2,42.13,9.93,50.4,60.33,0,50.9,69.71,0.00%,0.00%,0,0,0,132985,0,132985,0,0,0,91722,0,0,5,91727,151,9603,0,"407,039,867.00","70,698,696.00",0.17,"407,039,867.00","70,698,696.00",0.17,57292175,"37,920,964.00",12560772,0.66,"1,841,003.00","5,822,293.00",#DIV/0!,#DIV/0!,0,1,"57,292,175.00","37,920,964.00",0.66,"1,841,003.00",5822293,"3,957,698.00",Combined water and wastewater,CY09,N / R,2,0,15.58,6.89,"1,105.52",2.22,0.037133817,53.76133003,283,1134.842105,504.6295375
40,Chesapeake,1548,2,"Chesapeake, Dept. of Public Utilities",C,U,South,Chesapeake,Virginia,VA,23328,USA,51550,Chesapeake,616.9,66362,16,50,34,3,,U,1,0,18.5,29.25,47.75,18.5,50.14,68.64,0.37,8.95,36.75,45.7,8.95,56.6,65.55,27.45,66,93.45,27.45,106.74,134.19,32,17,21.5,53.13%,67.19%,5323,0,5323,177605,0,177605,0,177605,82.11233717,59909,1334,0.022267105,0,61243,118,0,45.11016949,"215,612,000.00","106,187,000.00",0.49,"260,780,000.00","114,572,000.00",0.44,36564000,"27,223,000.00",6345000,0.74,"5,566,591.00","2,177,409.00","19,948.71","5,114.22",0,0,"56,957,000.00","36,182,000.00",0.64,"10,521,571.00",5033429,"18,825,485.80",Water only,FY09,FY09,2,1,15.63,10.47,"1,234.38",1.58,0.022283209,45.0754609,294,566.96,138.4234792
41,Chesterfield,1549,2,Chesterfield County Department of Utilities,B,U,South,Chesterfield,Virginia,VA,23832,USA,51041,Chesterfield,674.5,76555,0,21,79,4,,U,1,0,7.2,12.4,19.6,7.2,18.6,25.8,0.39,12.6,14.5,27.1,12.6,21.75,34.35,19.8,26.9,46.7,19.8,40.35,60.15,12,7.66,10.3,63.83%,85.83%,11950.26,46.92,11997.18,314000,1000,315000,1,315000,104.3459883,95487,5179,0.05423775,2,100668,185,9829,64.84962162,"467,895,142.00","43,732,179.00",0.09,"963,132,264.00","92,671,407.00",0.1,29981019,"24,589,132.00",9452744,0.82,"383,860.00","15,452,676.00","3,645.20","2,049.58",1,1,"61,106,904.00","42,996,024.00",0.7,"410,628.00",36055621,"20,453,000.00",Water only,FY09,FY09,2,1,14.61,11.01,"1,114.22",1.38,0.035710125,76.91528883,297,715.7804878,384.9921925
42,Clackamas,6976,1,Canby Utility/Water Treatment Plant,C,U,West,Canby,Oregon,OR,97013,USA,41005,Canby,195.3,59912,0.313,99.687,0,1,2,IB,2,0,11.03,14.65,25.68,11.03,25.24,36.27,0.44,0,0,0,0,0,0,11.03,14.65,25.68,11.03,25.24,36.27,8,1.85,5.923,23.13%,74.04%,689,0,689,15000,0,15000,1,15000,125.8447489,4385,389,0.088711517,0,4774,4,0,172.25,"23,117,416.00","5,350,000.00",0.23,"23,117,416.00","5,350,000.00",0.23,1974413,"1,610,887.00",470666,0.82,0,"-51,141.00","7,764.88","2,338.01",0,0,"1,974,413.00","1,610,887.00",0.82,0,-51141,"770,391.80",Water only,FY09,N / R,1,1,8.16,7.98,"1,816.30",6.76,0.051929294,11.83677798,316,2293.356383,1644.127802
43,Clackamas,3689,1,Tualatin Water Department,C,U,West,Tualatin,Oregon,OR,97062,USA,41005,Tualatin,195.3,72926,0,0,100,4,,U,1,0,6.9,22.9,29.8,6.9,34.35,41.25,0.2,0,0,0,0,0,0,6.9,22.9,29.8,6.9,34.35,41.25,0,0,0,0.00%,0.00%,1823.29,0,1823.29,26025,0,26025,1,26025,191.9429421,5895,775,0.131467345,0,6670,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,"254,000.00",Water only,FY09,N / R,1,1,8.16,7.98,"1,816.30",6.76,0.11575783,11.83677798,316,2293.356383,1644.127802
44,Clark,20066,4,City of Las Vegas,X,U,West,Las Vegas (City),Nevada,NV,89032,USA,32003,Las Vegas,215.7,57634,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,24484.2,#DIV/0!,0,0,#DIV/0!,"687,632,392.00","65,621,679.00",0.1,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"93,496,313.00","54,602,054.00",0.58,"3,887,785.00",39299973,#DIV/0!,,N / R,FY09,4,0,16.86,12.45,162.75,3.51,4.121574798,4.983231456,320,2024.091441,1545.645927
45,Clark,6799,2,City of Henderson,B,U,West,Henderson,Nevada,NV,89015,USA,32003,Henderson,215.7,73170,0,15,85,4,,IB,2,0,9.45,10.92,20.37,9.45,16.38,25.83,0.58,19.51,0,19.51,19.51,0,19.51,28.96,10.92,39.88,28.96,16.38,45.34,113,64,108,56.64%,95.58%,26985,0,26985,275134,0,275134,1,275134,268.7109076,80036,3672,0.045879354,0,83708,150,7982,179.9,"576,109,371.00","48,650,039.00",0.08,"1,254,993,904.00","196,694,215.00",0.16,57153017,"54,348,513.00",23544577,0.95,0,"-17,255,261.00","1,802.85","2,014.03",1,0,"87,844,239.00","81,881,425.00",0.93,0,385945,"17,800,000.00",Water only,FY09,FY09,2,1,16.86,12.45,162.75,3.51,4.121574798,4.983231456,320,2024.091441,1545.645927
46,Clark,20065,4,Clark County Water Reclamation District,X,U,West,Clark County,Nevada,NV,89122,USA,32003,Las Vegas,215.7,58349,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,18.17,0,18.17,18.17,0,18.17,,,18.17,18.17,0,18.17,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,35729.189,#DIV/0!,0,0,#DIV/0!,"2,091,680,301.00","454,973,317.00",0.22,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"111,826,718.00","62,634,959.00",0.56,0,68616060,#DIV/0!,,N / R,FY09,4,0,16.86,12.45,162.75,3.51,4.121574798,4.983231456,320,2024.091441,1545.645927
47,Clark,1762,1,Las Vegas Valley Water District,A,U,West,Las Vegas (LVVWD),Nevada,NV,89153,USA,32003,Las Vegas,215.7,57634,10,0,90,4,,IB,2,0,9.61,10.94,20.55,10.38,19.97,30.35,0.52,0,0,0,0,0,0,9.61,10.94,20.55,10.38,19.97,30.35,0,0,0,0.00%,0.00%,105862.893,0,105862.893,1332104,0,1332104,0,1332104,217.727237,318850,30257,0.094894151,0,349107,1070.400024,0,98.90030884,"2,982,904,030.00","1,264,583,107.00",0.42,"2,982,904,030.00","1,264,583,107.00",0.42,352745194,"291,519,567.00",83026725,0.83,"36,106,404.00","-20,229,726.00","11,945.48","2,753.75",0,1,"352,745,194.00","291,519,567.00",0.83,"36,106,404.00",-20229726,#DIV/0!,Water only,FY09,N / R,1,1,16.86,12.45,162.75,3.51,4.121574798,4.983231456,320,2024.091441,1545.645927
48,Clark,1334,3,Southern Nevada Water Authority,A,U,West,Las Vegas (SNWA),Nevada,NV,89106,USA,32003,Las Vegas,215.7,57634,0,100,0,1,2,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,900,248.53,389.69,27.61%,43.30%,0,140344.026,140344.026,1936304,0,1936304,0,0,198.57635,0,0,#DIV/0!,5,5,561.0999756,0,250.12303,"4,260,212,260.00","2,233,129,311.00",0.52,"4,260,212,260.00","2,233,129,311.00",0.52,118317764,"153,354,898.00",61143048,1.3,"64,366,759.00","-55,815,582.00","15,911.82","1,092.71",0,1,"118,317,764.00","153,354,898.00",1.3,"64,366,759.00",-55815582,"185,000,000.00",Water only,FY09,N / R,3,0,16.86,12.45,162.75,3.51,4.121574798,4.983231456,320,2024.091441,1545.645927
49,Clark,1336,2,City of North Las Vegas,B,U,West,North Las Vegas,Nevada,NV,89030,USA,32003,North Las Vegas,215.7,60234,3,0,97,4,,IB,2,0,8.67,13.74,22.41,8.67,21.98,30.65,0.39,15.15,19.4,34.55,15.15,21.65,36.8,23.82,33.14,56.96,23.82,43.63,67.45,0,0,0,0.00%,0.00%,16163.364,0,16163.364,306000,0,306000,0,306000,144.7163041,73033,5028,0.06884559,0,78061,84.5,0,191.2824142,"187,264,435.00","29,485,537.00",0.16,"496,953,846.00","170,996,082.00",0.34,47580130,"27,813,760.00",5259998,0.58,"1,442,783.00","1,198,644.00","1,824.22","1,720.79",0,0,"84,927,950.00","47,314,799.00",0.56,"8,056,299.00",8062211,"2,429,560.00",Water only,FY09,FY09,2,1,16.86,12.45,162.75,3.51,4.121574798,4.983231456,320,2024.091441,1545.645927
50,Clarke,1051,2,"Athens-Clarke County Govt, Public Utilities Dept",C,U,South,Athens-Clarke County,Georgia,GA,30606,USA,13059,Athens,909.1,36773,0,100,0,1,2,IB,2,0,7.17,28.8,35.97,7.17,43.2,50.37,0.17,6.82,23.49,30.31,6.82,35.23,42.05,13.99,52.29,66.28,13.99,78.43,92.42,28,13.61,18.26,48.61%,65.21%,4333,0,4333,110000,0,110000,0,0,107.9202989,36000,0,0,0,36000,115,6570,37.67826087,"521,675,226.00","254,436,904.00",0.49,"521,675,226.00","254,436,904.00",0.49,32323328,"18,815,926.00",3968938,0.58,"513,720.00","13,781,662.00","58,720.73","4,342.47",1,0,"32,323,328.00","37,631,852.00",1.16,"1,027,440.00",27563324,"8,000,000.00",Combined water and wastewater,FY09,FY09,2,0,16.5,9.9,"1,210.92",1.41,0.013666348,2.485609739,321,2061.382388,1122.499852
51,Clay,4263,1,Spencer Municipal Utilities,C,U,Midwest,Spencer,Iowa,IA,51301,USA,19041,Spencer,29.9,43118,100,0,0,2,2,DB,3,0,10,20.57,30.57,10,30.86,40.86,0.32,0,0,0,0,0,0,10,20.57,30.57,10,30.86,40.86,2,1.492,2.15,74.60%,107.50%,408,0,408,11317,0,11317,1,11317,98.77248557,5487,860,0.156734099,0,6347,5,0,81.6,"8,468,932.00","957,000.00",0.11,"8,468,932.00","957,000.00",0.11,1179795,"1,238,659.00",377127,1.05,"38,697.00","-383,971.00","2,345.59","3,035.93",1,1,"1,179,795.00","1,238,659.00",1.05,"38,697.00",-383971,"737,200.00",Water only,FY09,N / R,1,1,7.62,14.97,736.17,5.64,6.093588495,3.577834973,323,1599.03799,1151.894405
52,Clayton,1061,2,Clayton County Water Authority,B,U,South,Clayton County,Georgia,GA,30260,USA,13063,Morrow,1906.5,55839,0,100,0,1,2,IB,2,0,12.96,21.99,34.95,12.96,43.38,56.34,0.3,13.38,22.62,36,13.38,41.51,54.89,26.34,44.61,70.95,26.34,84.89,111.23,39,24.56,31.01,62.97%,79.51%,7733.875,0,7733.875,282000,0,282000,0,0,75.13722918,76514,6031,0.078822176,0,82545,96,7637.2,80.56119792,"637,146,408.00","218,056,605.00",0.34,"637,146,408.00","218,056,605.00",0.34,80478402,"51,978,748.00",20107587,0.65,"10,464,834.00","-1,593,850.00","28,195.00","6,720.92",0,1,"80,478,402.00","103,957,496.00",1.29,"20,929,668.00",1717899,"2,293,750.00",Combined water and wastewater,FY09,FY09,2,0,16.64,9.61,"1,273.39",1.47,0.856562655,2.594614242,324,2672.044118,1718.35107
53,Cobb,30054,2,Cobb County Water System,B,U,South,Cobb County,Georgia,GA,30060,USA,13067,Marietta,1957.5,76231,0,0,100,4,,IB,2,0,7,23.53,30.53,7,39.05,46.05,0.18,0,36.65,36.65,0,54.98,54.98,7,60.18,67.18,7,94.03,101.03,120,53.7,95,44.75%,79.17%,17471.5,0,17471.5,600000,0,6.00E+05,0,0,79.77853881,163868,11120,0.067859497,0,174988,424,22492,41.20636793,"1,552,365,198.00","290,808,442.00",0.19,"1,552,365,198.00","290,808,442.00",0.19,171301513,"111,624,602.00",38160743,0.65,"7,128,528.00","-19,965,389.00","16,644.73","6,388.95",0,1,"171,301,513.00","223,249,204.00",1.3,"14,257,056.00",-35683816,"102,140,817.00",Combined water and wastewater,FY09,FY09,2,0,15.82,9.93,"1,326.58",1.42,4.117564524,1.028769204,337,997.3333333,207.7911247
54,Cochise,4730,1,Metropolitan Water District,C,U,West,Tucson (Metro),Arizona,AZ,85704,USA,4003,Douglas,20.3,40517,100,0,0,2,2,IB,2,0,15.03,17.58,32.61,15.03,26.59,41.62,0.57,0,0,0,0,0,0,15.03,17.58,32.61,15.03,26.59,41.62,15,8.023,10.72,53.49%,71.47%,2927.3,0,2927.3,48000,50,48050,1,48050,166.9094693,18600,1250,0.067204301,1,19851,53,0,55.23207547,"86,071,520.00","49,777,440.00",0.58,"86,071,520.00","49,777,440.00",0.58,12260074,"7,290,873.00",2193596,0.59,"2,531,521.00","107,294.00","17,004.56","2,490.65",1,0,"12,260,074.00","7,290,873.00",0.59,"2,531,521.00",107294,"11,300,000.00",Water only,FY09,N / R,1,1,15.81,9.65,376.39,7.22,0.245477261,0.272643173,338,2671.548265,1754.903054
55,Coconino,4715,2,City of Flagstaff,C,U,West,Flagstaff,Arizona,AZ,86001,USA,4005,Flagstaff,6.6,48580,52,48,0,3,,IB,2,0,6.48,23.88,30.36,6.48,37.12,43.6,0.17,6.48,23.34,29.82,6.48,35,41.48,12.96,47.22,60.18,12.96,72.12,85.08,7.5,7.5,12,100.00%,160.00%,2478.29,0,2478.29,65522,0,65522,1,65522,103.6268065,17099,1901,0.111176092,0,19000,24,2400,103.2620833,0,0,#DIV/0!,0,0,#DIV/0!,10384759,"7,425,459.00",0,0.72,0,"2,300,300.00",0,"2,996.20",1,1,"17,528,037.00","14,376,738.00",0.82,0,2492299,"6,910,000.00",Water only,FY09,CY09,2,1,11.3,11.94,354.67,3.16,0.015620585,0.232097845,341,2416.723473,1899.971136
56,Coffee,6026,1,Duck River Utility Commission,C,U,South,Tullahoma,Tennessee,TN,37388,USA,47031,Tullahoma,116.4,44621,0,100,0,1,2,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,60.00%,80.00%,0,1773,1773,0,60000,60000,1,60000,80.95890411,0,0,#DIV/0!,9,9,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,"450,000.00",,N / R,N / R,1,1,14.53,10.3,"1,436.36",1.54,0.057742113,32.37698466,343,1663.852174,701.6087059
57,Cole,20049,4,City of Jefferson Wastewater,X,U,Midwest,Jefferson City,Missouri,MO,65101,USA,29051,Jefferson City,191.3,51826,0,0,0,4,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,7.48,23.6,31.08,7.48,35.4,42.88,7.48,23.6,31.08,7.48,35.4,42.88,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0,#DIV/0!,0,0,#DIV/0!,0,0,0,3330.2,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"6,184,195.00","4,490,880.00",0.73,0,3191944,#DIV/0!,,N / R,FY09,4,0,12.99,12.67,"1,011.58",2.19,0.02238765,7.1652261,346,836.6,53.76616036
58,Collier,2505,2,Collier County Public Works,B,U,South,Collier County,Florida,FL,34112,USA,12021,Naples,157,63153,100,0,0,2,2,IB,2,0,17.17,20.58,37.75,17.17,33.82,50.99,0.51,26.23,27.6,53.83,26.23,41.4,67.63,43.4,48.18,91.58,43.4,75.22,118.62,52,23,32,44.23%,61.54%,7770,0,7770,187627,0,187627,0,0,113.4573981,54000,0,0,0,54000,126,5061,61.66666667,"1,024,826,491.00","250,382,990.00",0.24,"1,024,826,491.00","250,382,990.00",0.24,103189801,"53,407,102.00",31634972,0.52,"8,316,846.00","13,947,391.00","32,224.32","6,873.50",1,1,"103,189,801.00","106,814,204.00",1.04,"16,633,692.00",44924518,"12,200,000.00",Combined water and wastewater,FY09,FY09,2,0,22.57,4.41,"1,355.00",4.87,0.021100101,5.745454768,349,1288.048,2289.148359
59,Comal,3980,2,New Braunfels Utilities,C,U,South,New Braunfels,Texas,TX,78131-0289,USA,48091,New Braunfels,164.2,52414,38,62,0,1,,IB,2,0,10.35,14.1,24.45,10.35,22.32,32.67,0.46,12.1,24.24,36.34,12.1,36.35,48.45,22.45,38.34,60.79,22.45,58.67,81.12,27.411,11.11,18.04,40.53%,65.81%,3290.414,82.171,3372.585,58520,8000,66520,0,0,138.9049745,20355,1812,0.089019897,2,22169,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,,N / R,N / R,2,0,19.45,8.84,853.2,1.95,0.010950496,6.870117221,357,2436.5,2433.154434
